True_Values,Predictions
2,1.6452258
2,1.3103693
4,2.9574013
6,5.2220345
1,0.17976962
1,0.59485734
2,0.6086577
0,-0.36086822
1,1.5415475
0,1.8739719
8,8.878854
7,8.789033
11,11.585412
15,14.227147
4,2.579617
2,1.5738175
1,0.7989619
0,0.5147188
14,14.063319
2,1.8267019
1,1.3072933
1,0.14677332
9,8.486859
2,1.069289
2,1.1562117
2,1.0292889
1,0.6484672
1,0.7705699
3,3.7962613
6,5.967737
2,2.3305788
2,3.3545146
10,8.832463
0,1.7930101
4,3.7797987
4,4.453087
3,3.5014243
6,7.7967796
3,3.1447005
2,2.7319593
2,2.356315
5,4.6414495
5,4.990138
2,1.5908047
1,0.59351003
6,4.739775
10,8.970708
6,4.2371893
4,2.802009
4,3.265853
8,6.437763
5,4.42774
2,1.7977176
2,1.4493154
2,1.1821018
4,2.684887
7,4.9953504
0,-0.64723504
1,-0.035751116
13,10.919645
2,1.5399536
3,2.5613277
1,1.0716418
9,8.493112
0,1.4623145
6,5.0821314
5,4.666709
0,0.9887191
2,1.9879868
-2,-0.41879535
0,-0.5735142
3,1.6015716
2,0.76379156
0,0.0018780133
3,1.2947695
2,0.67121637
1,0.6482812
12,10.101081
2,1.9088379
2,1.3732342
16,15.49163
5,3.3167715
2,1.5030004
1,1.2289466
2,1.4406381
1,1.1079717
4,3.4020047
1,0.32469904
2,1.9119947
2,1.469081
3,1.3645546
0,-0.6474922
2,0.9009428
6,4.120427
6,4.6288147
3,2.6161726
5,3.443116
5,3.2446313
1,2.2644088
5,3.5329752
4,2.731091
3,2.7198029
3,2.4323435
3,2.5325532
2,2.118759
3,2.7848983
2,2.4954567
2,2.2822714
4,3.1386895
3,1.8202252
6,3.7549896
1,1.1225337
-2,-1.9142975
2,0.9710797
2,1.5729656
0,0.71687746
2,1.630377
11,9.626992
2,1.3922781
8,7.7910943
10,8.449088
2,1.9152461
1,1.2588797
-7,-3.4641576
9,8.059075
9,8.373004
3,2.595028
9,8.246726
2,1.3134371
6,4.5084515
2,1.4395612
3,2.2773817
2,1.9943868
5,3.39702
2,1.9531051
2,1.5649973
2,1.7722542
2,1.0108104
2,1.1609312
1,0.29509902
7,5.1713142
2,1.9911116
6,4.4078
1,0.38931096
5,3.2972493
1,-0.13481893
1,0.5333619
5,3.2290704
6,3.7579799
3,2.5284464
2,2.011642
6,4.8311405
5,4.5051455
1,1.0167941
0,0.6544733
1,1.1910871
4,3.1839452
12,11.654632
4,3.297419
1,1.2307202
2,1.9838682
3,2.3356476
1,0.050813306
1,0.104794614
1,0.13085936
4,2.8773174
5,3.8281326
2,2.0202365
4,3.1723156
4,3.957676
2,1.9192677
1,1.3132255
2,1.2245985
3,2.065057
1,1.1747322
-1,-0.014708172
1,0.8203589
1,1.909313
2,2.0105977
1,1.6417018
3,3.4261494
8,8.092893
2,1.8343692
11,9.712184
1,1.4706249
7,6.35013
13,11.845784
6,4.920705
2,2.392061
2,2.4316182
8,8.664547
4,2.9619136
10,10.12987
2,1.7412027
-1,0.39993548
3,2.0150383
2,1.7857652
3,2.5209527
2,1.6000997
4,3.4663815
2,1.7810345
1,0.50960886
6,4.670705
1,0.6526971
2,1.3812089
1,0.70305145
2,1.2982635
-1,-0.19447626
2,1.46259
2,1.8449181
2,1.7126422
3,3.0070338
2,0.9725965
2,1.4938802
2,0.8052131
1,1.2833531
2,1.796297
9,7.089908
10,7.988328
1,1.2001048
3,1.6735235
6,5.322212
5,3.7836728
5,4.342987
0,0.60012126
7,5.5126348
2,1.8306111
14,13.338421
3,2.3033319
4,3.8126366
3,2.2919288
2,1.6913608
1,1.3329026
2,1.7139443
12,10.0689535
0,0.78299785
12,9.790182
10,8.637643
7,5.627718
9,8.754125
20,19.903929
4,3.2231543
3,2.5391865
12,11.610123
9,8.711068
3,2.695056
2,0.66504586
2,0.6911166
1,0.25521326
1,0.22301649
4,2.3805997
5,3.043827
10,6.6384797
4,3.2443662
5,3.2668285
2,1.2376813
5,4.054365
6,4.4657063
6,4.983428
-1,0.27134287
4,3.3787973
4,2.9311528
3,2.8699594
4,3.359274
4,3.669052
2,2.0399287
3,3.0449178
6,4.838168
4,3.39324
5,3.2956529
2,1.6486528
-1,-0.2631787
-1,-0.18860354
0,0.52078927
3,2.3071406
1,-0.06994987
-8,-3.4568017
1,1.6495847
3,2.9246888
4,3.7262645
7,5.691673
4,3.7057405
4,4.507966
1,0.8758576
3,3.1156454
5,4.3816733
3,3.236877
3,2.555759
4,2.682664
0,0.45352805
3,1.8618385
3,1.9595165
1,1.4109027
3,2.5536473
1,0.62996626
2,1.1878984
2,1.9280893
6,5.363116
5,4.171549
2,2.8085542
2,2.194357
10,9.194433
3,1.7627219
4,3.9277081
1,1.6302284
2,1.749675
10,8.977708
6,6.250444
12,10.487333
6,4.5320024
1,-0.23852862
2,0.6933783
2,0.77941144
3,2.063198
3,2.068654
1,0.29778337
1,1.1889777
3,2.417819
2,1.4865805
2,2.1964006
1,1.4545649
5,4.9878325
4,3.0658565
1,1.5754695
2,1.8447682
3,2.318316
6,4.1194925
2,1.6088952
3,1.8009714
2,1.1184053
3,2.0411963
-4,-1.6604239
4,3.0089855
6,4.36959
2,1.7272986
1,0.3881402
2,0.75235534
1,0.40111637
4,2.841663
1,1.1102875
9,8.624318
3,2.4114442
3,1.5794713
3,1.8749628
2,1.0800462
9,8.033933
5,3.9211566
4,3.4753222
3,3.3237824
13,10.9669485
11,10.56103
6,5.067108
1,1.3653318
4,3.7428238
5,3.87662
5,3.7679849
3,3.2824714
2,2.444296
1,1.512412
2,2.24819
3,1.8470405
2,1.8805562
2,1.0120546
1,0.78287613
3,1.5433391
3,2.4929051
0,0.020598164
2,1.4021685
0,0.059786785
5,4.4735327
4,3.1919188
2,2.114921
5,4.6766987
1,1.3748751
-2,-0.43867862
4,3.106503
1,1.4453932
1,0.95223176
2,1.8510481
2,2.049653
0,0.59489334
2,1.5825076
2,2.4910827
2,2.1926537
4,2.6399808
2,1.6485312
3,2.599413
4,2.7549796
2,1.8550597
2,1.411907
4,3.1025257
1,0.81516576
2,1.3745004
2,1.7773551
1,1.2656463
3,1.4612358
6,5.007375
12,9.232362
10,9.250566
0,-0.053613435
0,-0.27217615
7,5.857317
12,11.510206
18,15.727058
1,1.2867374
8,6.419671
1,0.95354533
0,0.37352145
1,0.9743148
4,3.6192997
5,5.8263226
3,3.301121
5,4.046161
2,3.0211906
7,7.5467176
1,1.6237798
2,1.3458017
2,2.365588
3,4.7284384
4,2.9140053
5,4.36905
3,1.7477323
2,1.1780874
6,4.0880947
9,7.689649
7,4.754695
4,2.6374846
10,9.095555
6,3.964682
5,3.855505
5,3.893207
5,3.01129
3,2.0494444
3,2.7649348
11,10.128356
6,4.435852
4,3.202422
4,3.6189537
8,6.7556887
2,2.0134351
1,1.6106753
3,2.9609551
1,1.2186633
3,3.2191467
4,3.6647835
3,2.7421255
1,1.2256473
3,2.5642657
2,2.2857528
4,3.3172922
2,2.6392212
1,0.7862178
2,0.9284849
1,1.041178
2,1.1757885
0,0.122038476
2,1.3176578
2,1.9499575
4,3.1860814
4,2.7794857
3,2.3856459
5,3.6411648
2,1.7263241
4,3.1149988
12,9.894172
3,2.8644261
6,4.740636
5,3.5427585
4,3.3581572
4,3.3343372
12,10.212236
2,2.055603
6,5.1793866
9,7.240487
2,1.0774742
3,1.8032932
2,1.05803
10,8.057609
1,0.40584838
5,3.6094246
3,2.5286498
1,0.8939656
2,1.5969285
2,2.5317032
13,10.915696
4,3.4633946
2,2.4684575
6,4.511343
2,2.959086
4,3.4126353
3,2.5059066
1,0.59670246
3,2.011896
2,2.0737505
3,2.1597428
2,2.3941193
4,4.418782
9,7.1187344
1,1.503592
7,5.9442043
6,4.734602
4,3.0364103
5,4.228918
6,4.539133
2,2.827105
3,3.3482785
3,2.6557994
4,2.3476577
2,0.7663677
2,0.94659317
3,3.2930717
3,3.0435944
5,5.064977
2,2.014584
3,2.32589
7,5.5357647
5,4.2727766
3,2.7693577
2,1.3920319
2,2.522461
5,4.1309466
3,3.0559225
3,2.2991333
3,3.1168633
6,5.9637384
6,5.0884614
5,5.385295
8,8.83434
5,4.9459906
8,9.360248
5,5.823846
4,4.544695
6,5.831217
5,5.067202
6,5.577688
8,6.5737944
8,8.923768
7,7.129175
3,1.9878349
5,3.6053772
5,3.5910666
6,5.4003015
5,3.8819509
1,1.402347
3,2.313115
2,2.1222525
0,0.9776095
4,2.879918
6,4.8841457
4,3.1541452
3,2.486323
6,5.2008047
2,2.343341
14,11.8022785
18,17.39312
12,10.439256
11,9.7737875
4,3.792008
2,2.6537008
14,13.302905
18,16.568731
6,4.808343
18,16.15095
6,4.909922
11,9.841689
5,4.45872
3,2.017927
2,1.4788058
2,1.5252198
2,1.654234
4,2.8513503
0,0.58969533
2,1.6683264
5,3.8869405
3,2.166329
11,9.813397
2,2.078699
4,2.6705647
3,2.7118988
3,3.1042075
1,0.5069252
2,1.7433745
2,1.4533561
2,1.2436732
1,0.7911247
0,-0.1669866
0,0.23543833
1,0.059092034
0,0.1034249
1,0.1650698
8,7.23247
4,2.508121
1,0.39496064
-1,-0.702973
2,0.8883811
2,1.2209358
3,1.7257824
0,0.016456833
0,-0.06071676
0,-0.006492863
1,0.48955715
2,0.98667943
3,2.4506955
5,3.68679
3,2.7154293
2,2.1258664
3,2.4636412
3,2.7639537
2,1.3338923
3,2.2122698
2,1.3837942
3,1.8101071
2,1.5894042
2,1.4535277
11,9.711286
4,2.0882816
2,0.79444563
3,1.4507157
0,-0.17455615
1,0.908749
2,1.6070334
1,0.8536304
1,0.9499817
1,0.3472538
2,1.651844
5,3.575243
3,2.5003233
4,2.8301
5,4.1678247
6,4.7136574
4,3.0623512
0,1.0676194
4,2.3496294
3,2.2096531
4,4.054636
3,2.529172
4,2.989918
1,0.63074243
4,3.4221568
0,0.6029228
3,2.0701385
0,-0.3797058
-2,-1.5345956
0,-0.4858402
2,2.342659
3,3.1256268
3,2.595355
3,3.0419488
4,3.4756415
4,3.9423277
0,0.561733
0,1.6046542
6,4.5207524
7,6.309492
4,3.7425303
2,2.6861587
3,3.1771574
5,4.312112
4,3.5308604
3,1.654701
1,0.30633044
-1,-0.4507153
2,1.714963
6,5.028433
5,4.0636587
4,3.3586648
13,11.610841
13,12.597108
5,4.831314
0,0.81895745
2,2.3228064
10,9.079561
5,4.005684
5,3.5777354
9,8.926414
6,4.010126
4,3.4780455
3,3.336805
6,4.855803
4,3.5313897
2,2.3546686
6,5.022561
7,5.694419
4,3.1716719
6,5.6287584
10,9.759036
5,4.5110927
5,4.033795
2,2.0946186
8,8.726439
3,3.205615
4,4.501705
6,3.8434143
2,1.9516171
-2,-1.1715161
0,-0.34215128
1,0.635236
2,1.1289631
3,2.08886
2,1.1479356
4,3.052378
3,1.7954005
2,1.9947265
0,0.2629652
2,1.406407
2,2.307261
3,1.6950715
2,0.9995822
4,2.5446606
1,1.7201918
-1,0.05678617
3,1.4234523
1,0.28051364
10,8.720677
3,1.6751506
3,1.9561279
4,3.429951
3,2.3942428
0,0.8503866
2,1.1283276
5,4.109907
0,0.21827291
2,1.289579
4,2.7013822
3,2.5689874
1,1.564659
3,2.9379163
0,0.45879555
1,1.4471763
5,4.298707
5,4.0019965
1,0.3564272
0,-0.1871927
1,0.30628622
0,-0.110064395
1,0.36139762
2,1.4811116
10,8.495545
8,5.736823
2,2.489109
4,3.4162993
7,4.9928064
1,1.5787704
1,0.93199444
4,2.3688288
9,8.784852
2,1.1640261
2,1.1387781
1,0.7337426
0,0.13109027
11,11.011443
2,1.5725757
2,1.239248
11,10.032666
2,1.6793685
3,2.2295046
8,8.429641
11,9.1768675
2,2.3628817
1,0.97919446
9,7.8044147
1,0.5874014
2,1.2393681
1,0.569963
1,0.68820405
0,0.06490838
0,0.13261257
2,1.944784
4,2.8490791
2,1.1026193
0,0.034750212
6,3.8460126
4,2.5362306
2,1.8898225
3,2.2456627
1,0.7038231
4,3.0571985
4,3.4036546
1,0.69534266
6,5.026879
2,2.1719785
10,8.66763
3,2.0782964
2,1.381091
1,1.3296485
3,2.5197892
11,9.381263
2,2.0033376
0,0.69362783
2,2.055442
3,3.8443887
10,10.459425
9,9.01783
2,1.979302
3,2.6040673
16,14.767802
2,2.2713902
13,12.837083
9,10.242103
2,2.1029181
1,1.0284878
2,1.8798056
2,1.7754
5,4.1190453
2,2.332345
0,0.932824
4,3.199728
2,3.3575757
1,1.4470288
3,2.7855697
1,1.738914
2,2.8809977
3,3.1009214
0,-0.31840646
0,-0.055899274
0,0.33968472
0,-0.23419513
3,3.2869961
4,3.28944
2,2.8312387
3,2.8710093
3,2.835896
3,4.086532
3,2.887898
3,3.6417172
3,3.244467
2,2.3369699
12,10.702537
0,1.1077018
6,5.09591
1,1.5871898
1,0.18245815
2,0.75066555
2,0.8798896
2,0.9085587
0,-0.20027913
3,2.02948
1,0.40674615
1,0.64937806
2,0.96602595
1,0.60323465
0,0.14747153
1,0.61866355
0,0.4167379
4,2.5732677
3,2.3321366
0,0.16275655
2,1.6337715
0,0.53824055
2,1.3399934
3,2.1112978
1,0.60522234
7,6.3561172
2,1.1606684
1,1.1966039
1,0.242478
0,-0.363037
1,0.41019237
0,-0.29306233
1,1.3184093
3,1.6507243
2,1.4484323
7,4.891067
2,1.2274894
2,1.8150858
2,1.8199307
1,1.3143411
0,0.044274915
3,2.82556
2,1.3941283
4,4.470746
3,1.9188149
5,3.8698785
4,3.1253622
3,2.6210284
2,1.2576677
2,1.2783486
2,1.1081586
3,1.8310093
3,1.9478248
1,0.67496896
2,1.781073
2,1.3600196
3,2.4651737
0,-0.6002892
1,-0.22010697
0,-0.67042017
3,2.2150128
4,2.3865428
2,2.0961897
1,0.9880971
4,2.585607
2,1.5706862
1,0.7501918
4,2.8846452
6,3.8297038
2,1.7733073
2,1.487336
2,1.5076431
10,8.452126
5,3.723741
12,10.400652
2,2.2077832
4,3.5852954
1,1.2247812
1,1.4692528
2,1.7346264
2,2.1464987
1,1.5244664
3,2.963262
1,0.50186884
3,1.9451194
2,1.65969
7,4.9788814
5,3.971212
4,2.9011812
5,3.843903
2,0.92853844
3,1.9516623
1,0.96883667
2,1.7263991
3,1.6121333
2,1.1518114
6,4.8178434
2,0.9663384
1,1.1619564
0,0.15925823
1,1.1149594
9,8.146178
2,1.4807245
9,8.744794
2,1.3260093
1,0.80517566
2,1.3461901
0,0.31417382
2,1.7024804
2,1.2778206
4,2.5002208
6,4.9234986
3,1.7681885
3,2.8104706
3,1.872417
5,3.1537614
2,0.8125974
3,2.7691922
5,3.6349514
4,3.1422155
5,2.9295533
3,2.6847844
1,1.2250407
2,1.2708246
1,0.7625996
1,0.8213377
3,1.7367376
2,1.371949
0,0.08046042
1,0.7340199
1,0.65737677
0,-0.47753978
0,-0.66698015
0,-0.64121044
1,0.03702568
2,0.9679806
3,2.007504
2,1.4182733
3,2.0135756
5,3.7213597
0,-0.12017942
2,1.5758563
4,2.34815
3,2.1252627
4,2.8671305
1,0.751492
2,1.2997454
1,0.7670196
5,3.811376
2,1.8525504
2,1.8933111
5,3.8380268
1,1.0553596
0,0.27921546
3,1.6791582
1,0.7361176
0,-0.45351052
3,1.6871083
2,0.7521905
3,2.128655
1,0.55867636
4,2.6740384
4,2.2069404
2,1.7865077
2,2.3918738
4,2.967241
8,7.229312
3,2.0659893
4,2.7052727
5,4.56458
6,5.1492553
12,9.897428
4,2.8494415
0,-1.2152251
1,-0.062419903
0,-0.75774646
3,2.9062185
9,7.4257936
4,2.3263667
4,2.4083712
0,0.10068201
1,0.27504122
12,10.122149
11,9.1810255
3,2.1577015
2,1.3895508
5,3.3364804
1,0.57159734
0,0.16225182
1,0.5789851
1,0.47890234
11,8.288866
0,-0.45700586
4,2.7055054
1,1.1945635
3,2.3735533
3,1.5433426
1,0.7019502
1,0.76695204
8,6.246232
3,2.9341884
5,4.546043
5,4.343113
2,1.1252316
2,2.0386806
9,8.445611
-1,-0.3388269
11,9.034772
0,1.0653849
4,3.1060781
2,1.8722781
2,1.952269
1,1.1458994
4,2.8341515
3,1.9971943
1,0.9935782
7,5.875838
2,1.9020832
4,3.4644518
3,2.3774922
1,0.9543636
5,3.3687186
4,3.7737284
1,1.2532032
14,14.022071
2,1.8122536
9,8.652476
10,10.04278
3,2.5061576
16,15.808148
4,3.2559266
10,9.589365
2,1.7467494
1,1.0195155
2,1.6182015
2,2.0885184
3,1.8213543
2,1.4061142
-1,-0.10957564
3,2.2752032
1,0.8619951
1,1.3432117
3,2.1637623
3,2.2914026
2,1.810059
2,1.7576281
4,4.9395337
2,1.7536153
4,3.038523
2,1.512884
2,2.0565257
3,2.7921147
1,1.0423319
2,1.5615371
2,1.8304456
2,2.001938
3,1.1976994
3,2.9666648
7,5.4652805
4,3.89143
7,5.3482056
7,5.7243366
7,6.408253
0,0.63912165
4,4.4949827
0,0.7094741
8,6.5578694
3,2.7029095
10,9.575822
3,2.5331323
5,3.7745013
6,5.5824857
6,4.3273573
4,3.1804147
4,3.3317685
2,1.843805
5,3.6497278
2,2.2994466
9,6.98118
2,1.860904
3,2.9934816
5,3.8410408
3,2.6192048
4,3.4066496
3,2.1875885
2,1.6647441
3,2.4354446
2,1.8797144
4,2.9388711
6,3.570804
3,1.6677147
6,3.8842254
3,2.3404183
4,2.7938495
5,3.5635715
4,2.8578534
4,3.0807438
5,4.7758846
3,2.1494958
1,0.7317426
3,1.9232486
2,1.748848
4,3.1543274
9,8.393814
2,1.5595748
2,1.0632701
2,1.3346653
1,0.6471802
2,1.6569555
2,2.0549846
3,2.0777946
7,4.802903
1,0.40240014
2,1.2525467
1,0.45068157
3,3.5148988
9,7.600229
10,8.777194
3,3.4795077
8,7.2605104
2,2.9439995
5,4.3913007
7,6.7832346
2,2.935548
11,9.911804
4,3.3695302
3,3.9539242
2,2.5171778
2,2.2362652
4,3.7861416
3,2.508274
3,2.0279222
6,4.679058
3,3.4451416
2,2.3465204
3,2.850048
9,7.992164
3,2.6072648
2,1.0621912
-9,-4.6328807
5,3.9003987
1,1.8647891
6,5.18189
2,2.2633195
10,9.0583935
2,2.5944915
4,4.0192356
5,4.349498
4,3.1884508
3,3.2468233
3,2.8648791
3,2.9250648
4,4.428964
3,2.783341
4,4.193621
2,0.8822018
0,-0.50591075
2,1.1798996
2,1.1053944
1,1.187662
6,4.320612
4,2.834835
2,1.1483344
2,1.6621878
2,1.7151374
1,0.76174605
2,1.8236498
-1,0.17728363
2,1.3869398
2,2.1212678
1,1.061776
3,2.054595
11,9.144725
2,1.8858927
1,1.053383
3,2.675068
3,2.2691727
2,1.6842067
2,1.5846933
1,1.7305402
1,1.1717125
3,2.2273273
2,1.6362497
3,1.9640844
0,-0.3139776
1,0.42878962
0,-0.31479418
2,1.4746073
5,3.3330176
3,2.5271807
4,2.9040852
6,4.1744475
1,0.829671
5,3.17104
5,3.523779
3,1.4387829
4,3.0267677
4,3.1623793
3,2.0908937
9,8.811078
4,3.2369547
4,3.0558724
3,3.299994
2,1.258926
2,0.95746017
0,0.19133542
1,0.7910528
2,1.4340135
1,1.1616195
6,4.4936714
3,1.9512353
1,0.8717154
0,0.30661035
3,2.7411354
2,1.6981902
2,1.6898588
0,0.17370759
0,1.0165368
2,1.3346145
-1,-0.17152704
0,0.909615
1,1.1473615
2,1.6545172
3,2.9849386
4,2.1225433
1,0.35507452
2,1.3372644
3,1.322446
2,1.0642706
4,2.3650088
2,1.0118498
2,0.6255424
3,2.568337
0,0.06557297
1,0.53347254
4,2.64578
0,-0.16397907
5,4.3189893
2,1.4484004
2,1.7030481
10,10.055417
9,8.388864
2,2.6681323
8,9.396897
2,2.276289
4,3.5585995
12,11.197991
9,9.311341
2,2.1998334
10,9.232225
8,8.420995
10,9.151141
1,1.2074783
0,0.6263827
3,1.9379501
2,0.91389096
4,3.2312996
5,4.3610263
6,5.1349497
3,2.644245
10,9.893662
3,3.3025327
4,3.367608
3,2.756116
8,7.7028275
3,2.6466587
6,4.713434
5,4.970767
4,3.4104042
5,4.2525635
5,4.3603764
-1,-0.13407482
2,1.5094794
6,4.8453355
5,5.612098
2,3.0000293
5,4.724082
1,1.0921566
1,1.1673756
4,3.5442493
3,2.8965316
3,2.5392451
4,3.3134034
5,4.399746
5,4.29517
11,9.421472
4,3.273249
12,10.303874
4,3.278277
4,3.5926063
2,0.91275156
0,0.08304822
1,0.47188067
10,8.241204
1,0.563678
1,0.56015444
1,0.646268
6,3.9720068
2,1.4679394
3,2.5498052
2,1.323985
3,2.539662
3,1.8793415
2,2.3418422
3,2.8734195
4,3.486575
11,10.23222
3,2.6830807
2,2.337482
2,2.2990494
3,3.2899542
3,4.116262
1,1.1331732
4,3.564929
4,3.967383
4,3.9278188
5,4.5630183
4,3.6314654
3,2.9393268
4,3.6033206
7,5.460637
-2,-0.19299974
4,3.6121626
6,4.3633814
3,2.5104833
3,3.0840297
6,4.8352876
4,3.1982403
0,1.3442544
3,2.4129276
6,5.0709248
5,4.157963
2,0.7491791
1,0.27447546
3,3.035549
2,0.9630723
4,4.411907
7,6.768447
7,8.33921
3,2.8155694
1,2.2397552
2,2.6126277
2,2.1184864
3,3.356717
5,6.434654
5,4.5185456
5,5.3535643
4,4.493313
7,7.0172567
3,1.9967877
0,0.041244257
3,2.3148818
2,2.3435905
2,1.5868305
2,1.8962034
1,1.5494956
3,3.1849203
2,1.9406413
1,1.4110354
7,7.5063014
5,4.3291454
2,2.2583158
2,2.1310296
2,2.0370898
2,1.4093673
16,15.026423
2,1.4999493
3,2.208643
2,2.7201874
1,0.8333938
4,2.7409678
2,1.5788944
2,1.5694463
9,7.9949956
2,1.4440025
0,0.36472273
1,0.7897482
3,2.5455658
16,15.060388
4,2.7102947
1,0.6144303
4,2.6908047
5,3.0043569
4,2.4347484
0,0.072318904
2,0.95248914
5,3.0695667
3,1.7812124
4,2.808001
-5,-2.7226458
4,2.2127085
1,0.5285822
5,4.339308
2,1.5204743
5,3.235937
6,4.0844235
4,2.323535
4,3.1656897
2,1.4781092
0,0.5759126
4,2.8013191
3,2.3874695
4,1.7358671
2,1.0523443
2,1.1702833
6,4.2103367
2,1.1953532
4,3.6360915
3,2.5485902
-6,-1.9279891
3,2.4906635
4,3.039474
3,2.260864
5,3.7733777
5,3.3646266
-2,0.042621482
-4,-1.4868513
2,1.5333798
3,3.1263876
2,1.359101
2,1.4753561
5,4.0702376
4,3.012322
0,1.382928
3,2.714384
3,3.6354852
2,2.2339919
7,5.259968
3,2.5154285
4,3.525829
4,3.1414213
3,2.7436056
8,5.904743
7,4.9006643
3,2.3602107
3,1.7580432
2,1.101564
2,1.0309523
2,1.0125501
2,1.0226792
